ID	NCBI_GENE_ID	ENSEMBL_ID	OFFICIAL_SYMBOL	OFFICIAL_NAME
561065	19266	ENSMUSG00000028399	Ptprd	protein tyrosine phosphatase receptor type D
561121	19267	ENSMUSG00000041836	Ptpre	protein tyrosine phosphatase receptor type E
561154	19268	ENSMUSG00000033295	Ptprf	protein tyrosine phosphatase receptor type F
561188	19270	ENSMUSG00000121513	Ptprg	protein tyrosine phosphatase receptor type G
561201	19271	ENSMUSG00000025314	Ptprj	protein tyrosine phosphatase receptor type J
561228	19272	ENSMUSG00000019889	Ptprk	protein tyrosine phosphatase receptor type K
561249	19273	ENSMUSG00000028909	Ptpru	protein tyrosine phosphatase receptor type U
561267	19274	ENSMUSG00000033278	Ptprm	protein tyrosine phosphatase receptor type M
561287	19275	ENSMUSG00000026204	Ptprn	protein tyrosine phosphatase receptor type N
561319	19276	ENSMUSG00000056553	Ptprn2	protein tyrosine phosphatase receptor type N polypeptide 2
561366	19279	ENSMUSG00000020151	Ptprr	protein tyrosine phosphatase receptor type R
561398	19280	ENSMUSG00000013236	Ptprs	protein tyrosine phosphatase receptor type S
561435	19281	ENSMUSG00000053141	Ptprt	protein tyrosine phosphatase receptor type T
561461	19283	ENSMUSG00000068748	Ptprz1	protein tyrosine phosphatase receptor type Z, polypeptide 1
561511	19285	ENSMUSG00000004044	Cavin1	caveolae associated 1
561535	19286	ENSMUSG00000032067	Pts	6-pyruvoyl-tetrahydropterin synthase
561551	19288	ENSMUSG00000027832	Ptx3	pentraxin related gene
561565	19289	ENSMUSG00000032394	Igdcc3	immunoglobulin superfamily, DCC subclass, member 3
561585	19290	ENSMUSG00000043991	Pura	purine rich element binding protein A
561606	19291	ENSMUSG00000094483	Purb	purine rich element binding protein B
561628	19293	ENSMUSG00000005716	Pvalb	parvalbumin
561653	19294	ENSMUSG00000062300	Nectin2	nectin cell adhesion molecule 2
561673	19296	ENSMUSG00000097039	Pvt1	Pvt1 oncogene
561699	19298	ENSMUSG00000003464	Pex19	peroxisomal biogenesis factor 19
561733	19299	ENSMUSG00000028127	Abcd3	ATP-binding cassette, sub-family D member 3
561758	19300	ENSMUSG00000021240	Abcd4	ATP-binding cassette, sub-family D member 4
561771	19301	ENSMUSG00000029499	Pxmp2	peroxisomal membrane protein 2
561786	19302	ENSMUSG00000040374	Pex2	peroxisomal biogenesis factor 2
561802	19303	ENSMUSG00000029528	Pxn	paxillin
561842	19305	ENSMUSG00000005069	Pex5	peroxisomal biogenesis factor 5
561864	19309	ENSMUSG00000032648	Pygm	muscle glycogen phosphorylase
561874	19317	ENSMUSG00000062078	Qki	quaking, KH domain containing RNA binding
561925	19324	ENSMUSG00000020149	Rab1a	RAB1A, member RAS oncogene family
561962	19325	ENSMUSG00000020671	Rab10	RAB10, member RAS oncogene family
562019	19326	ENSMUSG00000077450	Rab11b	RAB11B, member RAS oncogene family
562055	19328	ENSMUSG00000023460	Rab12	RAB12, member RAS oncogene family
562073	19329	ENSMUSG00000026304	Rab17	RAB17, member RAS oncogene family
562096	19330	ENSMUSG00000073639	Rab18	RAB18, member RAS oncogene family
562135	19331	ENSMUSG00000029923	Rab19	RAB19, member RAS oncogene family
562149	19332	ENSMUSG00000031504	Rab20	RAB20, member RAS oncogene family
562171	19334	ENSMUSG00000027519	Rab22a	RAB22A, member RAS oncogene family
562204	19335	ENSMUSG00000004768	Rab23	RAB23, member RAS oncogene family
562228	19336	ENSMUSG00000034789	Rab24	RAB24, member RAS oncogene family
562251	19337	ENSMUSG00000031104	Rab33a	RAB33A, member RAS oncogene family
562264	19338	ENSMUSG00000027739	Rab33b	RAB33B, member RAS oncogene family
562291	19339	ENSMUSG00000031840	Rab3a	RAB3A, member RAS oncogene family
562309	19340	ENSMUSG00000019066	Rab3d	RAB3D, member RAS oncogene family
562339	19341	ENSMUSG00000019478	Rab4a	RAB4A, member RAS oncogene family
562354	19342	ENSMUSG00000053291	Rab4b	RAB4B, member RAS oncogene family
562375	19344	ENSMUSG00000000711	Rab5b	RAB5B, member RAS oncogene family
562397	19345	ENSMUSG00000019173	Rab5c	RAB5C, member RAS oncogene family
562422	19346	ENSMUSG00000030704	Rab6a	RAB6A, member RAS oncogene family
562461	19347	ENSMUSG00000035901	Dennd5a	DENN domain containing 5A
562479	19348	ENSMUSG00000003779	Kif20a	kinesin family member 20A
562499	19349	ENSMUSG00000079477	Rab7	RAB7, member RAS oncogene family
562543	19352	ENSMUSG00000038975	Rabggtb	Rab geranylgeranyl transferase, b subunit
562562	19353	ENSMUSG00000001847	Rac1	Rac family small GTPase 1
562606	19354	ENSMUSG00000033220	Rac2	Rac family small GTPase 2
562632	19355	ENSMUSG00000022248	Rad1	RAD1 checkpoint DNA exonuclease
562666	19356	ENSMUSG00000021635	Rad17	RAD17 checkpoint clamp loader component
562688	19357	ENSMUSG00000022314	Rad21	RAD21 cohesin complex component
562721	19358	ENSMUSG00000003813	Rad23a	RAD23 homolog A, nucleotide excision repair protein
562740	19359	ENSMUSG00000028426	Rad23b	RAD23 homolog B, nucleotide excision repair protein
562780	19360	ENSMUSG00000020380	Rad50	RAD50 double strand break repair protein
562805	19361	ENSMUSG00000027323	Rad51	RAD51 recombinase
562830	19362	ENSMUSG00000030346	Rad51ap1	RAD51 associated protein 1
562847	19363	ENSMUSG00000059060	Rad51b	RAD51 paralog B
562860	19364	ENSMUSG00000018841	Rad51d	RAD51 paralog D
562918	19365	ENSMUSG00000030166	Rad52	RAD52 homolog, DNA repair protein
562937	19366	ENSMUSG00000028702	Rad54l	RAD54 like (S. cerevisiae)
562955	19367	ENSMUSG00000024824	Rad9a	RAD9 checkpoint clamp component A
562984	19368		Raet1a	retinoic acid early transcript 1, alpha
562990	19369		Raet1b	retinoic acid early transcript beta
562998	19370		Raet1c	retinoic acid early transcript gamma
563005	19373	ENSMUSG00000061311	Rag1	recombination activating 1
563027	19374	ENSMUSG00000032864	Rag2	recombination activating gene 2
563046	19376	ENSMUSG00000002059	Rab34	RAB34, member RAS oncogene family
563082	19377	ENSMUSG00000062115	Rai1	retinoic acid induced 1
563106	19378	ENSMUSG00000013584	Aldh1a2	aldehyde dehydrogenase family 1, subfamily A2
563118	19383	ENSMUSG00000027593	Raly	hnRNP-associated with lethal yellow
563143	19384	ENSMUSG00000029430	Ran	RAN, member RAS oncogene family
563193	19385	ENSMUSG00000005732	Ranbp1	RAN binding protein 1
563223	19386	ENSMUSG00000003226	Ranbp2	RAN binding protein 2
563248	19387	ENSMUSG00000022391	Rangap1	RAN GTPase activating protein 1
563297	19395	ENSMUSG00000032946	Rasgrp2	RAS, guanyl releasing protein 2
563317	19400	ENSMUSG00000002104	Rapsn	receptor-associated protein of the synapse
563330	19401	ENSMUSG00000037992	Rara	retinoic acid receptor, alpha
563374	19411	ENSMUSG00000001288	Rarg	retinoic acid receptor, gamma
563406	19414	ENSMUSG00000031453	Rasa3	RAS p21 protein activator 3
563439	19415	ENSMUSG00000029602	Rasal1	RAS protein activator like 1 (GAP1 like)
563450	19416	ENSMUSG00000049892	Rasd1	RAS, dexamethasone-induced 1
563466	19417	ENSMUSG00000032356	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1
563494	19418	ENSMUSG00000021708	Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2
563503	19419	ENSMUSG00000027347	Rasgrp1	RAS guanyl releasing protein 1
563522	19428	ENSMUSG00000083649	Rasl2-9	RAS-like, family 2, locus 9
563536	19434	ENSMUSG00000024518	Rax	retina and anterior neural fold homeobox
563557	19645	ENSMUSG00000022105	Rb1	RB transcriptional corepressor 1
563580	19646	ENSMUSG00000057236	Rbbp4	retinoblastoma binding protein 4, chromatin remodeling factor
563592	19647	ENSMUSG00000030779	Rbbp6	retinoblastoma binding protein 6, ubiquitin ligase
563630	19649	ENSMUSG00000032128	Robo3	roundabout guidance receptor 3
563639	19650	ENSMUSG00000027641	Rbl1	RB transcriptional corepressor like 1
563664	19651	ENSMUSG00000031666	Rbl2	RB transcriptional corepressor like 2
563689	19652	ENSMUSG00000031167	Rbm3	RNA binding motif (RNP1, RRM) protein 3
563727	19653	ENSMUSG00000094936	Rbm4	RNA binding motif protein 4
563751	19654	ENSMUSG00000032582	Rbm6	RNA binding motif protein 6
563784	19655	ENSMUSG00000031134	Rbmx	RNA binding motif protein, X chromosome
563814	19656	ENSMUSG00000037070	Rbmxl1	RNA binding motif protein, X-linked like-1
563841	19657	ENSMUSG00000094658	Rbmy	RNA binding motif protein, Y chromosome
563851	19659	ENSMUSG00000046402	Rbp1	retinol binding protein 1, cellular
563868	19660	ENSMUSG00000032454	Rbp2	retinol binding protein 2, cellular
563876	19661	ENSMUSG00000041534	Rbp3	retinol binding protein 3, interstitial
563897	19662	ENSMUSG00000024990	Rbp4	retinol binding protein 4, plasma
563919	19663	ENSMUSG00000031586	Rbpms	RNA binding protein gene with multiple splicing
563949	19664	ENSMUSG00000039191	Rbpj	recombination signal binding protein for immunoglobulin kappa J region
563991	19668	ENSMUSG00000017007	Rbpjl	recombination signal binding protein for immunoglobulin kappa J region-like
564002	19671	ENSMUSG00000024889	Rce1	Ras converting CAAX endopeptidase 1
564019	19672	ENSMUSG00000005973	Rcn1	reticulocalbin 1
564040	19674	ENSMUSG00000020907	Rcvrn	recoverin
564050	19679	ENSMUSG00000029406	Pitpnm2	phosphatidylinositol transfer protein, membrane-associated 2
564071	19682	ENSMUSG00000025350	Rdh5	retinol dehydrogenase 5
564089	19683	ENSMUSG00000069456	Rdh16	retinol dehydrogenase 16
564100	19684	ENSMUSG00000032050	Rdx	radixin
564130	19687	ENSMUSG00000029191	Rfc1	replication factor C (activator 1) 1
564163	19691	ENSMUSG00000030243	Recql	RecQ protein-like
564185	19692	ENSMUSG00000059654	Reg1	regenerating islet-derived 1
564198	19693	ENSMUSG00000023140	Reg2	regenerating islet-derived 2
564208	19694	ENSMUSG00000079516	Reg3a	regenerating islet-derived 3 alpha
564226	19695	ENSMUSG00000030017	Reg3g	regenerating islet-derived 3 gamma
564241	19696	ENSMUSG00000020275	Rel	reticuloendotheliosis oncogene
564252	19697	ENSMUSG00000024927	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
564289	19698	ENSMUSG00000002983	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B
564322	19699	ENSMUSG00000042453	Reln	reelin
564347	19700	ENSMUSG00000000359	Rem1	rad and gem related GTP binding protein 1
564361	19701	ENSMUSG00000070645	Ren1	renin 1 structural
564382	19702		Ren2	renin 2 tandem duplication of Ren1
564396	19703	ENSMUSG00000031387	Renbp	renin binding protein
564424	19704	ENSMUSG00000058301	Upf1	UPF1 regulator of nonsense transcripts homolog (yeast)
564448	19707	ENSMUSG00000019854	Reps1	RalBP1 associated Eps domain containing protein
564467	19708	ENSMUSG00000024826	Dpf2	double PHD fingers 2
564507	19711	ENSMUSG00000033061	Resp18	regulated endocrine-specific protein 18
564519	19712	ENSMUSG00000029249	Rest	RE1-silencing transcription factor
564547	19713	ENSMUSG00000030110	Ret	ret proto-oncogene
564564	19714	ENSMUSG00000019841	Rev3l	REV3 like, DNA directed polymerase zeta catalytic subunit
564604	19716	ENSMUSG00000050071	Bex1	brain expressed X-linked 1
564622	19718	ENSMUSG00000023104	Rfc2	replication factor C (activator 1) 2
564644	19719	ENSMUSG00000025158	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
564669	19720	ENSMUSG00000021326	Trim27	tripartite motif-containing 27
564694	19724	ENSMUSG00000031706	Rfx1	regulatory factor X, 1 (influences HLA class II expression)
564714	19725	ENSMUSG00000024206	Rfx2	regulatory factor X, 2 (influences HLA class II expression)
564724	19726	ENSMUSG00000040929	Rfx3	regulatory factor X, 3 (influences HLA class II expression)
564745	19727	ENSMUSG00000036120	Rfxank	regulatory factor X-associated ankyrin-containing protein
564768	19729	ENSMUSG00000027953	Slc50a1	solute carrier family 50 (sugar transporter), member 1
564785	19730	ENSMUSG00000026821	Ralgds	ral guanine nucleotide dissociation stimulator
564811	19731	ENSMUSG00000026482	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1
564837	19732	ENSMUSG00000041354	Rgl2	ral guanine nucleotide dissociation stimulator-like 2
564851	19733	ENSMUSG00000023070	Rgn	regucalcin
564864	19734	ENSMUSG00000026475	Rgs16	regulator of G-protein signaling 16
564888	19735	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2
564911	19736	ENSMUSG00000038530	Rgs4	regulator of G-protein signaling 4
564927	19737	ENSMUSG00000026678	Rgs5	regulator of G-protein signaling 5
564948	19739	ENSMUSG00000020599	Rgs9	regulator of G-protein signaling 9
564961	19743	ENSMUSG00000023926	Rhag	Rhesus blood group-associated A glycoprotein
564986	19744	ENSMUSG00000028945	Rheb	Ras homolog enriched in brain
565002	19746	ENSMUSG00000028825	Rhd	Rh blood group, D antigen
565033	19752	ENSMUSG00000035896	Rnase1	ribonuclease, RNase A family, 1 (pancreatic)
565044	19762	ENSMUSG00000057455	Rit2	Ras-like without CAAX 2
565074	19763	ENSMUSG00000024325	Ring1	ring finger protein 1
565092	19765	ENSMUSG00000024096	Ralbp1	ralA binding protein 1
565123	19766	ENSMUSG00000021408	Ripk1	receptor (TNFRSF)-interacting serine-threonine kinase 1
565144	19769	ENSMUSG00000028057	Rit1	Ras-like without CAAX 1
565160	19771	ENSMUSG00000039194	Rlbp1	retinaldehyde binding protein 1
565178	19773	ENSMUSG00000039097	Rln1	relaxin 1
565186	19775	ENSMUSG00000026469	Xpr1	xenotropic and polytropic retrovirus receptor 1
565229	19777	ENSMUSG00000030421	Uri1	URI1, prefoldin-like chaperone
565255	19782	ENSMUSG00000088088	Rmrp	RNA component of mitochondrial RNAase P
565257	19783	ENSMUSG00000106222	Rprl1	ribonuclease P RNA-like 1
565258	19784		Rprl2	ribonuclease P RNA-like 2
565259	19785	ENSMUSG00000088025	Rprl3	ribonuclease P RNA-like 3
565260	19791		Rn18s	18S ribosomal RNA
565261	19799		Rn4.5s	4.5S RNA
565268	19804	ENSMUSG00000119280	Rn5s	5S RNA
565270	19817	ENSMUSG00002076161	Rn7sk	RNA, 7SK, nuclear
565271	19819	ENSMUSG00000020630	Rnaseh1	ribonuclease H1
565286	19820	ENSMUSG00000056537	Rlim	ring finger protein, LIM domain interacting
565318	19821	ENSMUSG00000026484	Rnf2	ring finger protein 2
565347	19822	ENSMUSG00000029110	Rnf4	ring finger protein 4
565388	19823	ENSMUSG00000051234	Rnf7	ring finger protein 7
565417	19824	ENSMUSG00000073400	Trim10	tripartite motif-containing 10
565431	19826	ENSMUSG00000034681	Rnps1	RNA binding protein with serine rich domain 1
565453	19842	ENSMUSG00000119476	Rnu1a1	U1a1 small nuclear RNA
565454	19844	ENSMUSG00000118876	Rnu1b1	U1b1 small nuclear RNA
565455	19845	ENSMUSG00000119030	Rnu1b2	U1b2 small nuclear RNA
565456	19847	ENSMUSG00000118677	Rnu1b6	U1b6 small nuclear RNA
565457	19848	ENSMUSG00000118837	Rnu2-10	U2 small nuclear RNA 10
565458	19850	ENSMUSG00000106147	Snord3a	small nucleolar RNA, C/D box 3A
565464	19858	ENSMUSG00000119262	Snord3b1	small nucleolar RNA, C/D box 3B1
565465	19859	ENSMUSG00000119761	Snord3b2	small nucleolar RNA, C/D box 3B2
565466	19860	ENSMUSG00000119648	Snord3b3	small nucleolar RNA, C/D box 3B3
565467	19861	ENSMUSG00002074955	Snord3b4	small nucleolar RNA, C/D box 3B4
565470	19862	ENSMUSG00000119272	Rnu6	U6 small nuclear RNA
565475	19866	ENSMUSG00000089083	Rnu7	U7 small nuclear RNA
565479	19870	ENSMUSG00000064984	Snord73a	small nucleolar RNA, C/D box U73A
565480	19871	ENSMUSG00000064390	Snord73b	small nucleolar RNA, C/D box U73B
565481	19872	ENSMUSG00000065701	Rny1	RNA, Y1 small cytoplasmic, Ro-associated
565482	19874	ENSMUSG00000064945	Rny3	RNA, Y3 small cytoplasmic (associated with Ro protein)
565483	19876	ENSMUSG00000022883	Robo1	roundabout guidance receptor 1
565502	19877	ENSMUSG00000024290	Rock1	Rho-associated coiled-coil containing protein kinase 1
565530	19878	ENSMUSG00000020580	Rock2	Rho-associated coiled-coil containing protein kinase 2
565558	19879	ENSMUSG00000063796	Slc22a8	solute carrier family 22 (organic anion transporter), member 8
565575	19881	ENSMUSG00000071648	Rom1	rod outer segment membrane protein 1
565584	19882	ENSMUSG00000032584	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
565594	19883	ENSMUSG00000032238	Rora	RAR-related orphan receptor alpha
565623	19885	ENSMUSG00000028150	Rorc	RAR-related orphan receptor gamma
565645	19886	ENSMUSG00000019893	Ros1	Ros1 proto-oncogene
565655	19888	ENSMUSG00000025900	Rp1	retinitis pigmentosa 1 (human)
565680	19889	ENSMUSG00000060090	Rp2	retinitis pigmentosa 2 homolog
565711	19891	ENSMUSG00000028884	Rpa2	replication protein A2
565726	19892	ENSMUSG00000028174	Rpe65	retinal pigment epithelium 65
565735	19893	ENSMUSG00000031174	Rpgr	retinitis pigmentosa GTPase regulator
565762	19894	ENSMUSG00000029608	Rph3a	rabphilin 3A
565780	19895	ENSMUSG00000053604	Rpia	ribose 5-phosphate isomerase A
565794	19896	ENSMUSG00000037805	Rpl10a	ribosomal protein L10A
565820	19897	ENSMUSG00000069682	Gm10275	Rpl12 pseudogene
565821	19899	ENSMUSG00000059070	Rpl18	ribosomal protein L18
565861	19921	ENSMUSG00000017404	Rpl19	ribosomal protein L19
565887	19933	ENSMUSG00000041453	Rpl21	ribosomal protein L21
565931	19934	ENSMUSG00000028936	Rpl22	ribosomal protein L22
565960	19935	ENSMUSG00000037772	Mrpl23	mitochondrial ribosomal protein L23
565980	19941	ENSMUSG00000060938	Rpl26	ribosomal protein L26
566008	19942	ENSMUSG00000063316	Rpl27	ribosomal protein L27
566039	19943	ENSMUSG00000030432	Rpl28	ribosomal protein L28
566063	19944	ENSMUSG00000048758	Rpl29	ribosomal protein L29
566102	19946	ENSMUSG00000058600	Rpl30	ribosomal protein L30
566133	19951	ENSMUSG00000057841	Rpl32	ribosomal protein L32
566163	19952	ENSMUSG00000068969	Rpl32-ps	ribosomal protein L32, pseudogene
566166	19981	ENSMUSG00000046330	Rpl37a	ribosomal protein L37a
566206	19982	ENSMUSG00000079435	Rpl36a	ribosomal protein L36A
566265	19988	ENSMUSG00000029614	Rpl6	ribosomal protein L6
566302	19989	ENSMUSG00000043716	Rpl7	ribosomal protein L7
566348	20005	ENSMUSG00000047215	Rpl9	ribosomal protein L9
566397	20014	ENSMUSG00000027642	Rpn2	ribophorin II
566437	20016	ENSMUSG00000067148	Polr1c	polymerase (RNA) I polypeptide C
566448	20017	ENSMUSG00000027395	Polr1b	polymerase (RNA) I polypeptide B
566466	20018	ENSMUSG00000029642	Polr1d	polymerase (RNA) I polypeptide D
566489	20019	ENSMUSG00000049553	Polr1a	polymerase (RNA) I polypeptide A
566523	20020	ENSMUSG00000005198	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A
566538	20021	ENSMUSG00000031783	Polr2c	polymerase (RNA) II (DNA directed) polypeptide C
566559	20022	ENSMUSG00000039771	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J
566574	20024	ENSMUSG00000022205	Sub1	SUB1 homolog, transcriptional regulator
566596	20028	ENSMUSG00000006007	Pdc	phosducin
566608	20042	ENSMUSG00000061983	Rps12	ribosomal protein S12
566651	20044	ENSMUSG00000024608	Rps14	ribosomal protein S14
566686	20054	ENSMUSG00000063457	Rps15	ribosomal protein S15
566705	20055	ENSMUSG00000037563	Rps16	ribosomal protein S16
566744	20068	ENSMUSG00000061787	Rps17	ribosomal protein S17
566773	20084	ENSMUSG00000008668	Rps18	ribosomal protein S18
566813	20085	ENSMUSG00000040952	Rps19	ribosomal protein S19
566836	20088	ENSMUSG00000025290	Rps24	ribosomal protein S24
566890	20090	ENSMUSG00000034892	Rps29	ribosomal protein S29
566907	20091	ENSMUSG00000028081	Rps3a1	ribosomal protein S3A1
566966	20102	ENSMUSG00000031320	Rps4x	ribosomal protein S4, X-linked
567005	20103	ENSMUSG00000012848	Rps5	ribosomal protein S5
567057	20104	ENSMUSG00000028495	Rps6	ribosomal protein S6
567100	20111	ENSMUSG00000003644	Rps6ka1	ribosomal protein S6 kinase polypeptide 1
567128	20112	ENSMUSG00000023809	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2
567161	20115	ENSMUSG00000061477	Rps7	ribosomal protein S7
567181	20116	ENSMUSG00000047675	Rps8	ribosomal protein S8
567234	20128	ENSMUSG00000030921	Trim30a	tripartite motif-containing 30A
567257	20129	ENSMUSG00000041984	Rptn	repetin
567267	20130	ENSMUSG00000038387	Rras	related RAS viral (r-ras) oncogene
567281	20132	ENSMUSG00000028012	Rrh	retinal pigment epithelium derived rhodopsin homolog
567294	20133	ENSMUSG00000030978	Rrm1	ribonucleotide reductase M1
567334	20135	ENSMUSG00000020649	Rrm2	ribonucleotide reductase M2
567369	20147	ENSMUSG00000031293	Rs1	retinoschisis (X-linked, juvenile) 1 (human)
567382	20148	ENSMUSG00000066026	Dhrs3	dehydrogenase/reductase 3
567405	20163	ENSMUSG00000026727	Rsu1	Ras suppressor protein 1
567437	20166	ENSMUSG00000034930	Rtkn	rhotekin
567457	20167	ENSMUSG00000030401	Rtn2	reticulon 2 (Z-band associated protein)
567484	20168	ENSMUSG00000024758	Rtn3	reticulon 3
567548	20170	ENSMUSG00000074811	Hps6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
567564	20174	ENSMUSG00000003868	Ruvbl2	RuvB-like AAA ATPase 2
567593	20181	ENSMUSG00000015846	Rxra	retinoid X receptor alpha
567619	20182	ENSMUSG00000039656	Rxrb	retinoid X receptor beta
567644	20183	ENSMUSG00000015843	Rxrg	retinoid X receptor gamma
567662	20184	ENSMUSG00000025878	Uimc1	ubiquitin interaction motif containing 1
567688	20185	ENSMUSG00000018501	Ncor1	nuclear receptor co-repressor 1
567752	20186	ENSMUSG00000047638	Nr1h4	nuclear receptor subfamily 1, group H, member 4
567769	20187	ENSMUSG00000032547	Ryk	receptor-like tyrosine kinase
567801	20190	ENSMUSG00000030592	Ryr1	ryanodine receptor 1, skeletal muscle
567841	20191	ENSMUSG00000021313	Ryr2	ryanodine receptor 2, cardiac
567867	20192	ENSMUSG00000057378	Ryr3	ryanodine receptor 3
567899	20193	ENSMUSG00000044080	S100a1	S100 calcium binding protein A1
567921	20194	ENSMUSG00000041959	S100a10	S100 calcium binding protein A10 (calpactin)
567939	20195	ENSMUSG00000027907	S100a11	S100 calcium binding protein A11
567957	20196	ENSMUSG00000042312	S100a13	S100 calcium binding protein A13
567973	20197	ENSMUSG00000001021	S100a3	S100 calcium binding protein A3
567992	20198	ENSMUSG00000001020	S100a4	S100 calcium binding protein A4
568014	20199	ENSMUSG00000001023	S100a5	S100 calcium binding protein A5
568023	20200	ENSMUSG00000001025	S100a6	S100 calcium binding protein A6 (calcyclin)
568053	20201	ENSMUSG00000056054	S100a8	S100 calcium binding protein A8 (calgranulin A)
568069	20202	ENSMUSG00000056071	S100a9	S100 calcium binding protein A9 (calgranulin B)
568082	20203	ENSMUSG00000033208	S100b	S100 protein, beta polypeptide, neural
568096	20204	ENSMUSG00000039476	Prrx2	paired related homeobox 2
568109	20208	ENSMUSG00000074115	Saa1	serum amyloid A 1
568122	20209	ENSMUSG00000057465	Saa2	serum amyloid A 2
568143	20210	ENSMUSG00000040026	Saa3	serum amyloid A 3
568156	20211	ENSMUSG00000040017	Saa4	serum amyloid A 4
568168	20215	ENSMUSG00000056055	Sag	S-antigen, retina and pineal gland (arrestin)
568187	20216	ENSMUSG00000030935	Acsm3	acyl-CoA synthetase medium-chain family member 3
568215	20218	ENSMUSG00000028790	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1
568241	20219	ENSMUSG00000026542	Apcs	amyloid P component, serum
568262	20220	ENSMUSG00000021963	Sap18	Sin3-associated polypeptide 18
568287	20222	ENSMUSG00000020211	Sf3a2	splicing factor 3a, subunit 2
568294	20224	ENSMUSG00000020088	Sar1a	secretion associated Ras related GTPase 1A
568317	20226	ENSMUSG00000068739	Sars1	seryl-tRNA synthetase 1
568348	20227	ENSMUSG00000039148	Sart1	squamous cell carcinoma antigen recognized by T cells 1
568362	20229	ENSMUSG00000025283	Sat1	spermidine/spermine N1-acetyl transferase 1
568378	20230	ENSMUSG00000023927	Satb1	special AT-rich sequence binding protein 1
568403	20231	ENSMUSG00000048528	Nkx1-2	NK1 homeobox 2
568433	20234	ENSMUSG00000024128	Sbp	spermine binding protein
568445	20238	ENSMUSG00000046876	Atxn1	ataxin 1
568458	20239	ENSMUSG00000042605	Atxn2	ataxin 2
568478	20248	ENSMUSG00000044594	Serpinb3a	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A
568488	20249	ENSMUSG00000037071	Scd1	stearoyl-Coenzyme A desaturase 1
568517	20250	ENSMUSG00000025203	Scd2	stearoyl-Coenzyme A desaturase 2
568533	20254	ENSMUSG00000050711	Scg2	secretogranin II
568547	20255	ENSMUSG00000032181	Scg3	secretogranin III
568566	20256	ENSMUSG00000004473	Clec11a	C-type lectin domain family 11, member a
568578	20257	ENSMUSG00000027500	Stmn2	stathmin-like 2
568594	20259	ENSMUSG00000002565	Scin	scinderin
568614	20262	ENSMUSG00000027581	Stmn3	stathmin-like 3
568637	20264	ENSMUSG00000034533	Scn10a	sodium channel, voltage-gated, type X, alpha
568655	20265	ENSMUSG00000064329	Scn1a	sodium channel, voltage-gated, type I, alpha
568691	20266	ENSMUSG00000019194	Scn1b	sodium channel, voltage-gated, type I, beta
568707	20269	ENSMUSG00000057182	Scn3a	sodium channel, voltage-gated, type III, alpha
568740	20271	ENSMUSG00000032511	Scn5a	sodium channel, voltage-gated, type V, alpha
568755	20272	ENSMUSG00000034810	Scn7a	sodium channel, voltage-gated, type VII, alpha
568767	20273	ENSMUSG00000023033	Scn8a	sodium channel, voltage-gated, type VIII, alpha
568795	20274	ENSMUSG00000075316	Scn9a	sodium channel, voltage-gated, type IX, alpha
568831	20276	ENSMUSG00000030340	Scnn1a	sodium channel, nonvoltage-gated 1 alpha
568847	20277	ENSMUSG00000030873	Scnn1b	sodium channel, nonvoltage-gated 1 beta
568860	20278	ENSMUSG00000000216	Scnn1g	sodium channel, nonvoltage-gated 1 gamma
568872	20280	ENSMUSG00000028603	Scp2	sterol carrier protein 2, liver
568894	20284	ENSMUSG00000031610	Scrg1	scrapie responsive gene 1
568908	20286	ENSMUSG00000022390	Zc3h7b	zinc finger CCCH type containing 7B
568939	20287	ENSMUSG00000038580	Sct	secretin
568953	20288	ENSMUSG00000025044	Msr1	macrophage scavenger receptor 1
568989	20289	ENSMUSG00000034161	Scx	scleraxis scleraxis bHLH transcription factor
569002	20290	ENSMUSG00000020702	Ccl1	C-C motif chemokine ligand 1
569031	20292	ENSMUSG00000020676	Ccl11	C-C motif chemokine ligand 11
569057	20293	ENSMUSG00000035352	Ccl12	C-C motif chemokine ligand 12
569082	20295	ENSMUSG00000031780	Ccl17	C-C motif chemokine ligand 17
569097	20296	ENSMUSG00000035385	Ccl2	C-C motif chemokine ligand 2
569131	20297	ENSMUSG00000026166	Ccl20	C-C motif chemokine ligand 20
569157	20299	ENSMUSG00000031779	Ccl22	C-C motif chemokine ligand 22
569181	20300	ENSMUSG00000023235	Ccl25	C-C motif chemokine ligand 25
569201	20301	ENSMUSG00000073888	Ccl27a	C-C motif chemokine ligand 27A
569226	20302	ENSMUSG00000000982	Ccl3	C-C motif chemokine ligand 3
569265	20303	ENSMUSG00000018930	Ccl4	C-C motif chemokine ligand 4
